model,year,transmission,mileage,fuelType,tax,mpg,engineSize
 3 Series,2009,Manual,97000,Diesel,125,58.9,2
 3 Series,2009,Automatic,123300,Petrol,200,44.1,2
 X3,2014,Automatic,64500,Diesel,205,47.9,3
 X3,2011,Automatic,71000,Diesel,165,50.4,2
 1 Series,2013,Manual,89000,Diesel,0,74.3,1.6
 5 Series,2020,Semi-Auto,12,Diesel,145,56.5,3
 2 Series,2015,Semi-Auto,24862,Diesel,30,64.2,2
 i3,2017,Automatic,29851,Hybrid,0,470.8,0
 X1,2016,Automatic,32333,Diesel,145,55.4,2
 1 Series,2015,Automatic,62338,Diesel,125,61.4,2
 X5,2016,Automatic,80058,Diesel,235,42.8,3
 3 Series,2019,Semi-Auto,11454,Petrol,145,47.9,2
 1 Series,2014,Manual,41659,Petrol,145,50.4,1.6
 X1,2017,Semi-Auto,56728,Diesel,145,65.7,2
 3 Series,2014,Manual,25372,Diesel,30,61.4,2
 1 Series,2016,Semi-Auto,21947,Diesel,20,68.9,1.5
 X1,2013,Manual,44000,Diesel,125,57.6,2
 Z4,2006,Manual,114000,Petrol,260,37.7,2
 1 Series,2004,Manual,112000,Diesel,200,49.6,2
 1 Series,2019,Automatic,17500,Diesel,150,68.9,1.5
 X5,2015,Automatic,60749,Diesel,205,47.1,3
 1 Series,2013,Manual,63000,Diesel,0,74.3,1.6
 1 Series,2018,Manual,51000,Diesel,145,50.4,2
 3 Series,2016,Automatic,43000,Diesel,125,60.1,2
 3 Series,2010,Manual,45000,Diesel,195,49.6,3
 X4,2015,Automatic,50323,Diesel,145,54.3,2
 1 Series,2014,Automatic,44446,Diesel,20,68.9,2
 X3,2006,Manual,88000,Diesel,300,39.2,2
 3 Series,2007,Automatic,59000,Petrol,185,42.2,2
 1 Series,2012,Automatic,54792,Diesel,145,53.3,2
 X3,2016,Automatic,20000,Diesel,145,54.3,2
 2 Series,2019,Manual,3387,Petrol,145,42.2,1.5
 4 Series,2018,Automatic,1300,Petrol,145,48.7,2
 2 Series,2019,Manual,9589,Petrol,145,40.9,1.5
 4 Series,2015,Automatic,70381,Diesel,145,55.4,3
 6 Series,2015,Automatic,38509,Petrol,555,28.5,4.4
 4 Series,2017,Automatic,20407,Diesel,145,65.7,2
 X1,2017,Automatic,40787,Diesel,125,57.6,2
 5 Series,2016,Automatic,30227,Diesel,20,68.9,2
 6 Series,2017,Automatic,35357,Diesel,205,49.6,3
 1 Series,2015,Manual,35084,Diesel,20,68.9,2
 X1,2018,Automatic,7000,Diesel,145,60.1,2
 4 Series,2015,Automatic,68787,Diesel,30,65.7,2
 3 Series,2015,Manual,34637,Petrol,200,41.5,2
 X5,2013,Automatic,71098,Diesel,300,38.2,3
 3 Series,2017,Automatic,58913,Diesel,150,62.8,2
 1 Series,2017,Automatic,20206,Diesel,0,74.3,2
 X5,2017,Automatic,23160,Diesel,150,47.1,3
 1 Series,2016,Automatic,25562,Diesel,20,68.9,1.5
 1 Series,2019,Manual,3510,Diesel,145,72.4,1.5
 X5,2011,Automatic,87984,Diesel,305,38.2,3
 1 Series,2011,Manual,59326,Petrol,165,46.3,2
 2 Series,2018,Manual,28857,Diesel,150,54.3,1.5
 3 Series,2015,Manual,65412,Diesel,20,68.9,2
 M4,2016,Automatic,4550,Petrol,300,33.2,3
 5 Series,2016,Automatic,65251,Diesel,125,60.1,2
 X4,2016,Automatic,74001,Diesel,145,54.3,2
 3 Series,2015,Automatic,35973,Diesel,160,51.4,3
 3 Series,2016,Automatic,75179,Diesel,30,62.8,2
 1 Series,2015,Manual,40561,Diesel,20,68.9,2
 1 Series,2016,Automatic,51215,Petrol,205,39.8,3
 X5,2016,Automatic,38000,Diesel,200,47.1,3
 X2,2019,Automatic,3078,Petrol,145,36.2,2
 X3,2016,Automatic,9000,Diesel,145,54.3,2
 3 Series,2007,Manual,130000,Petrol,200,44.8,2
 Z4,2003,Automatic,70000,Petrol,325,29.7,3
 1 Series,2014,Automatic,41850,Diesel,30,64.2,2
 X1,2016,Manual,30590,Diesel,125,60.1,2
 X4,2015,Automatic,31723,Diesel,200,47.9,3
 3 Series,2013,Manual,68000,Diesel,30,61.4,2
 X3,2015,Automatic,37000,Diesel,200,47.9,3
 1 Series,2012,Manual,62000,Petrol,145,49.6,1.6
 X1,2017,Automatic,31691,Diesel,145,55.4,2
 1 Series,2015,Manual,37574,Diesel,20,72.4,1.5
 4 Series,2015,Automatic,29796,Diesel,30,65.7,2
 4 Series,2015,Automatic,21883,Petrol,260,37.2,3
 1 Series,2015,Manual,37584,Diesel,30,62.8,2
 3 Series,2015,Manual,23677,Diesel,125,60.1,2
 3 Series,2015,Manual,25481,Diesel,30,64.2,2
 3 Series,2016,Manual,21786,Petrol,125,45.6,2
 1 Series,2017,Manual,16791,Petrol,145,53.3,1.5
 X3,2016,Automatic,34208,Diesel,145,54.3,2
 1 Series,2017,Manual,18067,Petrol,20,68.9,0
 3 Series,2016,Manual,31474,Petrol,150,48.7,2
 X1,2017,Automatic,18911,Diesel,145,65.7,2
 X1,2016,Manual,20737,Diesel,125,60.1,2
 X1,2017,Manual,25080,Diesel,125,58.9,2
 3 Series,2008,Automatic,100790,Diesel,165,51.4,2
 3 Series,2006,Manual,105000,Petrol,240,38.7,2
 1 Series,2009,Automatic,103735,Petrol,205,44.1,1.6
 3 Series,2012,Manual,94111,Diesel,30,62.8,2
 3 Series,2010,Manual,93261,Diesel,125,60.1,2
 3 Series,2013,Manual,56000,Diesel,125,60.1,2
 3 Series,2016,Automatic,48142,Diesel,145,53.3,3
 2 Series,2017,Automatic,17814,Petrol,145,47.9,2
 X1,2016,Manual,47908,Diesel,125,60.1,2
 2 Series,2017,Automatic,22124,Hybrid,0,141.2,1.5
 3 Series,2015,Automatic,54593,Diesel,145,53.3,3
 1 Series,2018,Automatic,23011,Petrol,145,48.7,2
 X1,2016,Manual,50402,Diesel,20,68.9,2
 1 Series,2017,Automatic,36069,Petrol,200,39.8,3
 3 Series,2017,Manual,9601,Diesel,145,64.2,2
 X1,2016,Manual,26117,Diesel,125,60.1,2
 2 Series,2016,Manual,49753,Diesel,30,64.2,2
 3 Series,2016,Manual,47546,Diesel,30,67.3,2
 3 Series,2017,Automatic,29164,Hybrid,135,134.5,2
 3 Series,2016,Automatic,38984,Diesel,145,54.3,3
 5 Series,2013,Automatic,143624,Diesel,120,57.6,2
 X3,2006,Manual,91000,Diesel,305,39.2,2
 3 Series,2018,Automatic,24043,Diesel,145,64.2,2
 3 Series,2017,Automatic,5000,Diesel,150,51.4,3
 5 Series,2017,Automatic,32000,Diesel,150,53.3,3
 3 Series,2018,Automatic,21057,Diesel,150,64.2,0
 1 Series,2016,Manual,28637,Petrol,125,53.3,1.5
 3 Series,2017,Automatic,64218,Diesel,30,64.2,2
 4 Series,2015,Manual,17000,Petrol,200,42.2,2
 3 Series,2016,Automatic,48000,Other,0,134.5,2
 X3,2016,Automatic,68000,Diesel,145,54.3,2
 3 Series,2017,Automatic,69000,Diesel,160,51.4,3
 2 Series,2016,Automatic,17500,Petrol,200,39.8,3
 1 Series,2015,Manual,28200,Petrol,30,56.5,1.5
 4 Series,2016,Manual,11834,Diesel,125,57.6,2
 1 Series,2013,Manual,77419,Diesel,125,60.1,2
 3 Series,2016,Automatic,56000,Diesel,160,51.4,3
 3 Series,2015,Automatic,50000,Diesel,145,56.5,3
 3 Series,2016,Automatic,56000,Diesel,125,57.6,2
 X5,2014,Automatic,97000,Diesel,200,47.9,3
 1 Series,2017,Manual,4000,Diesel,150,68.9,2
 1 Series,2015,Manual,42000,Petrol,305,35.3,3
 3 Series,2009,Manual,125000,Diesel,125,60.1,2
 X1,2015,Manual,37679,Diesel,125,58.9,2
 4 Series,2016,Automatic,24650,Diesel,145,53.3,3
 3 Series,2016,Automatic,23442,Diesel,30,64.2,2
 X4,2017,Automatic,40666,Diesel,145,54.3,2
 X6,2013,Automatic,70650,Diesel,325,36.7,3
 X5,2014,Automatic,40530,Diesel,200,45.6,3
 1 Series,2013,Manual,56000,Diesel,30,62.8,2
 4 Series,2014,Automatic,27000,Petrol,160,46.3,2
 M4,2017,Manual,15500,Petrol,330,32.1,3
 1 Series,2013,Manual,89000,Diesel,30,65.7,2
 1 Series,2013,Manual,50248,Diesel,30,65.7,2
 6 Series,2017,Automatic,18000,Diesel,145,51.4,3
 1 Series,2014,Manual,81000,Diesel,30,65.7,2
 1 Series,2016,Manual,44000,Diesel,20,72.4,1.5
 X3,2016,Manual,28000,Diesel,160,52.3,2
 X5,2012,Automatic,37000,Diesel,300,37.7,3
 3 Series,2009,Manual,78000,Diesel,125,58.9,2
 3 Series,2017,Automatic,30000,Diesel,145,51.4,3
 X5,2015,Automatic,80000,Diesel,200,47.1,3
 5 Series,2017,Automatic,33000,Diesel,145,65.7,2
 3 Series,2011,Automatic,44000,Diesel,145,53.3,2
 4 Series,2017,Manual,40000,Diesel,30,67.3,2
 4 Series,2015,Automatic,45000,Diesel,30,65.7,2
 4 Series,2016,Automatic,34993,Diesel,30,65.7,2
 1 Series,2019,Automatic,16189,Diesel,150,67.3,2
 1 Series,2016,Manual,44000,Petrol,125,53.3,1.5
 1 Series,2016,Manual,39000,Petrol,125,53.3,1.5
 1 Series,2016,Manual,32000,Petrol,125,53.3,1.5
 5 Series,2014,Automatic,53000,Diesel,125,60.1,2
 X3,2015,Automatic,33000,Diesel,145,54.3,2
 3 Series,2006,Automatic,20000,Petrol,540,28.8,2.2
 3 Series,2011,Automatic,108000,Diesel,200,46.3,3
 3 Series,2014,Manual,41384,Petrol,200,41.5,2
 X5,2012,Automatic,79100,Diesel,300,37.7,3
 3 Series,2012,Automatic,83850,Petrol,200,43.5,2
 5 Series,2013,Automatic,100400,Diesel,125,57.6,2
 5 Series,2013,Automatic,78500,Diesel,125,57.6,2
 X1,2014,Manual,92500,Diesel,160,51.4,2
 5 Series,2016,Automatic,17000,Diesel,125,60.1,2
 X3,2015,Automatic,42000,Diesel,145,54.3,2
 5 Series,2010,Automatic,105000,Diesel,235,43.5,3
 X3,2013,Automatic,62000,Diesel,160,50.4,2
 1 Series,2014,Manual,53000,Petrol,300,35.3,3
 X3,2016,Automatic,63000,Diesel,200,47.9,3
 X3,2015,Automatic,54000,Diesel,145,54.3,2
 M3,2016,Semi-Auto,33000,Petrol,300,34,3
 2 Series,2016,Manual,50000,Diesel,30,64.2,2
 1 Series,2013,Automatic,50000,Diesel,30,53.3,2
 3 Series,2015,Automatic,73000,Diesel,145,56.5,3
 5 Series,2012,Automatic,76000,Diesel,125,60.1,2
 3 Series,2012,Automatic,84000,Diesel,30,62.8,2
 5 Series,2013,Automatic,92000,Diesel,125,57.6,2
 3 Series,2014,Automatic,92000,Diesel,125,60.1,2
 3 Series,2018,Automatic,23217,Diesel,145,64.2,2
 3 Series,2014,Manual,51477,Diesel,125,57.6,2
 X4,2015,Automatic,59016,Diesel,145,54.3,2
 1 Series,2013,Manual,57542,Diesel,30,62.8,2
 3 Series,2018,Automatic,20778,Diesel,145,57.7,2
 1 Series,2015,Automatic,40960,Diesel,125,61.4,2
 3 Series,2017,Automatic,28254,Diesel,145,51.4,3
 X1,2017,Automatic,15313,Diesel,150,60.1,2
 3 Series,2012,Automatic,58000,Diesel,235,44.1,3
 3 Series,2015,Manual,26000,Diesel,30,67.3,2
 4 Series,2015,Automatic,67000,Diesel,30,65.7,2
 3 Series,2013,Automatic,58000,Diesel,145,53.3,2
 1 Series,2013,Manual,67000,Diesel,30,62.8,2
 X5,2015,Automatic,50000,Diesel,200,47.1,3
 5 Series,2012,Manual,82000,Diesel,125,57.6,2
 3 Series,2007,Automatic,79000,Petrol,565,28.5,3
 1 Series,2017,Manual,53000,Diesel,20,72.4,1.5
 3 Series,2017,Automatic,30000,Diesel,145,64.2,2
 X5,2012,Automatic,94000,Diesel,300,37.7,3
 3 Series,2016,Automatic,20000,Diesel,135,56.5,3
 1 Series,2016,Manual,43000,Diesel,0,83.1,1.5
 2 Series,2015,Manual,11000,Petrol,125,50.4,1.5
 5 Series,2016,Automatic,59000,Diesel,30,62.8,2
 X3,2015,Automatic,35000,Diesel,145,54.3,2
 3 Series,2016,Manual,63000,Diesel,20,72.4,2
 3 Series,2015,Manual,50000,Diesel,30,67.3,2
 3 Series,2015,Automatic,66000,Diesel,145,53.3,3
 1 Series,2015,Manual,43000,Diesel,30,65.7,2
 5 Series,2015,Automatic,89000,Diesel,160,51.4,3
 4 Series,2017,Automatic,21000,Diesel,145,53.3,3
 3 Series,2014,Automatic,83000,Diesel,125,60.1,2
 3 Series,2011,Automatic,97000,Diesel,150,53.3,2
 1 Series,2016,Manual,40000,Petrol,125,52.3,1.5
 3 Series,2016,Manual,36000,Diesel,30,64.2,2
 4 Series,2017,Manual,30000,Diesel,145,62.8,2
 5 Series,2003,Automatic,37000,Petrol,325,26.4,3
 M3,2010,Manual,79000,Petrol,570,22.8,4
 M3,2010,Manual,81000,Petrol,570,22.8,4
 X3,2015,Automatic,19000,Diesel,200,47.1,3
 M3,2004,Automatic,55000,Petrol,315,23.3,3.2
 4 Series,2015,Automatic,36000,Petrol,160,46.3,2
 3 Series,2013,Automatic,94000,Diesel,150,55.4,2
 1 Series,2010,Automatic,60000,Diesel,145,53.3,2
 5 Series,2015,Automatic,82000,Diesel,30,62.8,2
 3 Series,2016,Automatic,28000,Diesel,30,64.2,2
 X1,2019,Manual,7000,Petrol,150,51.4,1.5
 3 Series,2016,Automatic,46000,Diesel,30,64.2,2
 4 Series,2016,Automatic,57000,Diesel,30,65.7,2
 1 Series,2015,Manual,33000,Diesel,20,72.4,1.5
 M4,2016,Automatic,800,Petrol,300,34,3
 3 Series,2017,Automatic,60000,Diesel,145,64.2,2
 5 Series,2014,Automatic,59000,Diesel,125,57.6,2
 4 Series,2015,Automatic,76000,Diesel,160,50.4,3
 X1,2015,Automatic,57000,Diesel,160,51.4,2
 1 Series,2015,Manual,48000,Petrol,125,50.4,1.6
 X1,2013,Manual,47000,Diesel,160,51.4,2
 1 Series,2016,Automatic,14000,Petrol,235,37.7,3
 1 Series,2016,Manual,45000,Diesel,20,72.4,1.5
 1 Series,2016,Manual,49000,Diesel,30,62.8,2
 5 Series,2016,Automatic,87000,Diesel,160,51.4,3
 5 Series,2015,Automatic,60000,Diesel,160,51.4,3
 X3,2012,Automatic,90000,Diesel,160,50.4,2
 3 Series,2016,Automatic,44000,Diesel,30,62.8,2
 1 Series,2015,Manual,43000,Petrol,125,50.4,1.6
 5 Series,2015,Automatic,48000,Diesel,30,62.8,2
 1 Series,2015,Manual,39000,Petrol,30,56.5,1.5
 5 Series,2015,Automatic,25000,Diesel,20,68.9,2
 1 Series,2015,Manual,26000,Petrol,145,48.7,1.6
 5 Series,2013,Automatic,88000,Diesel,125,57.6,2
 5 Series,2015,Automatic,47000,Diesel,30,62.8,2
 3 Series,2013,Automatic,76000,Diesel,125,58.9,2
 X6,2013,Automatic,80000,Diesel,300,37.7,3
 X3,2016,Automatic,50000,Diesel,145,54.3,2
 1 Series,2014,Manual,59000,Diesel,30,65.7,2
 5 Series,2014,Automatic,59000,Diesel,125,57.6,2
 5 Series,2014,Automatic,39000,Diesel,125,57.6,2
 5 Series,2012,Automatic,82000,Diesel,160,51.4,3
 Z4,2014,Manual,31000,Petrol,200,41.5,2
 1 Series,2015,Manual,49000,Petrol,125,50.4,1.6
 3 Series,2011,Manual,90000,Diesel,30,62.8,2
 3 Series,2016,Manual,53000,Diesel,30,64.2,2
 3 Series,2013,Manual,51000,Diesel,145,55.4,2
 5 Series,2016,Automatic,57000,Diesel,30,62.8,2
 1 Series,2016,Manual,86000,Diesel,20,68.9,2
 1 Series,2015,Manual,50000,Petrol,125,50.4,1.6
 3 Series,2015,Automatic,29000,Diesel,145,56.5,3
 1 Series,2017,Manual,31000,Petrol,260,36.2,3
 3 Series,2012,Manual,59000,Diesel,145,55.4,2
 1 Series,2015,Manual,83000,Diesel,20,68.9,2
 7 Series,2015,Automatic,52000,Diesel,145,56.5,3
 5 Series,2015,Automatic,64000,Diesel,145,56.5,2
 2 Series,2016,Automatic,22000,Petrol,235,38.2,3
 4 Series,2017,Manual,19000,Petrol,145,46.3,2
 5 Series,2016,Automatic,32000,Petrol,555,28.5,4.4
 5 Series,2016,Automatic,34000,Diesel,30,62.8,2
 4 Series,2015,Automatic,40000,Diesel,125,60.1,2
 5 Series,2015,Automatic,50000,Diesel,160,50.4,3
 X5,2013,Automatic,81000,Diesel,200,45.6,3
 1 Series,2017,Automatic,26000,Diesel,125,61.4,2
 3 Series,2016,Automatic,35000,Diesel,160,51.4,3
 5 Series,2016,Automatic,53000,Diesel,160,51.4,3
 1 Series,2015,Manual,62000,Petrol,125,50.4,1.6
 3 Series,2014,Automatic,77000,Diesel,145,55.4,2
 1 Series,2015,Manual,30000,Diesel,20,70.6,1.5
 X3,2015,Automatic,74000,Diesel,145,54.3,2
 2 Series,2017,Manual,28000,Diesel,125,60.1,2
 3 Series,2012,Manual,62000,Diesel,145,55.4,2
 2 Series,2015,Manual,36000,Petrol,145,47.1,1.5
 5 Series,2017,Automatic,42000,Diesel,145,53.3,3
 2 Series,2016,Manual,24000,Petrol,300,34.9,3
 3 Series,2016,Automatic,40000,Diesel,160,51.4,3
 5 Series,2015,Automatic,60000,Diesel,160,50.4,3
 5 Series,2016,Automatic,37000,Petrol,555,28.5,4.4
 1 Series,2015,Manual,74000,Diesel,30,65.7,2
 1 Series,2012,Automatic,75000,Diesel,30,62.8,2
 3 Series,2014,Automatic,91000,Diesel,145,55.4,2
 3 Series,2015,Automatic,68000,Diesel,20,70.6,2
 3 Series,2011,Manual,78000,Diesel,30,62.8,2
 3 Series,2013,Manual,80000,Diesel,125,60.1,2
 X5,2012,Automatic,60000,Diesel,300,37.7,3
 Z4,2009,Manual,76000,Petrol,325,30.1,3
 3 Series,2015,Automatic,85000,Diesel,125,61.4,2
 X3,2015,Automatic,31000,Diesel,145,55.4,2
 5 Series,2013,Automatic,75000,Diesel,125,60.1,2
 1 Series,2016,Manual,42000,Petrol,125,53.3,1.5
 3 Series,2011,Automatic,59000,Diesel,235,44.1,3
 4 Series,2015,Automatic,41000,Diesel,30,65.7,2
 1 Series,2016,Manual,43000,Diesel,20,72.4,1.5
 1 Series,2015,Manual,47000,Petrol,125,53.3,1.5
 3 Series,2016,Manual,50000,Diesel,125,58.9,2
 5 Series,2012,Automatic,67000,Diesel,160,49.6,3
 3 Series,2016,Manual,25000,Diesel,30,67.3,2
 4 Series,2016,Automatic,28000,Petrol,300,34,3
 3 Series,2012,Automatic,47000,Diesel,235,44.1,3
 1 Series,2015,Manual,56000,Diesel,20,68.9,2
 3 Series,2014,Automatic,82000,Diesel,125,58.9,2
 X1,2013,Manual,64000,Diesel,160,51.4,2
 3 Series,2015,Manual,83000,Diesel,125,62.8,2
 4 Series,2017,Automatic,51000,Diesel,30,65.7,2
 5 Series,2015,Automatic,56000,Diesel,160,50.4,3
 3 Series,2013,Automatic,73000,Diesel,125,57.6,3
 3 Series,2013,Automatic,75000,Diesel,145,53.3,2
 1 Series,2015,Manual,46000,Petrol,125,53.3,1.5
 1 Series,2016,Manual,51000,Diesel,20,70.6,1.5
 X1,2011,Manual,92000,Diesel,145,54.3,2
 5 Series,2013,Automatic,75000,Diesel,125,57.6,2
 1 Series,2012,Manual,74000,Diesel,30,62.8,2
 3 Series,2013,Automatic,90000,Diesel,160,50.4,2
 X3,2011,Automatic,90000,Diesel,160,50.4,2
 5 Series,2015,Automatic,76000,Diesel,30,62.8,2
 1 Series,2016,Manual,17000,Diesel,20,72.4,1.5
 1 Series,2017,Manual,12000,Diesel,145,72.4,1.5
 5 Series,2014,Automatic,73000,Diesel,125,57.6,2
 1 Series,2015,Manual,42000,Diesel,125,57.6,2
 1 Series,2017,Automatic,33000,Petrol,145,39.8,3
 5 Series,2013,Automatic,88000,Diesel,145,55.4,2
 3 Series,2015,Automatic,63000,Diesel,30,64.2,2
 1 Series,2013,Manual,65000,Diesel,30,65.7,2
 5 Series,2016,Automatic,37000,Diesel,30,62.8,2
 1 Series,2016,Manual,40000,Diesel,0,83.1,1.5
 3 Series,2013,Manual,98000,Diesel,30,62.8,2
 3 Series,2014,Manual,61000,Diesel,125,60.1,2
 5 Series,2015,Automatic,88000,Diesel,30,62.8,2
 5 Series,2014,Automatic,68000,Diesel,125,57.6,2
 X3,2012,Automatic,70000,Diesel,160,50.4,2
 5 Series,2017,Automatic,33000,Diesel,145,65.7,2
 X5,2016,Automatic,62000,Diesel,200,47.1,3
 3 Series,2017,Automatic,29000,Diesel,145,51.4,3
 5 Series,2015,Automatic,86000,Diesel,160,51.4,3
 3 Series,2017,Manual,26000,Petrol,125,52.3,1.5
 1 Series,2015,Manual,35000,Petrol,125,50.4,1.6
 3 Series,2016,Manual,32000,Diesel,30,67.3,2
 3 Series,2014,Automatic,76000,Diesel,30,62.8,2
 4 Series,2014,Manual,92000,Diesel,125,60.1,2
 2 Series,2017,Manual,22000,Petrol,145,52.3,1.5
 5 Series,2015,Automatic,52000,Diesel,30,62.8,2
 3 Series,2017,Automatic,24000,Diesel,145,49.6,3
 Z4,2014,Manual,36000,Petrol,200,41.5,2
 5 Series,2015,Automatic,61000,Diesel,30,62.8,2
 3 Series,2015,Manual,76000,Diesel,20,68.9,2
 1 Series,2016,Automatic,26000,Petrol,235,37.7,3
 5 Series,2016,Automatic,80000,Diesel,30,62.8,2
 5 Series,2015,Automatic,96000,Diesel,30,62.8,2
 3 Series,2016,Automatic,36000,Diesel,160,51.4,3
 1 Series,2015,Manual,45000,Diesel,30,65.7,2
 1 Series,2016,Manual,23000,Petrol,260,36.2,3
 2 Series,2015,Manual,76000,Diesel,30,64.2,2
 5 Series,2016,Automatic,47000,Diesel,30,62.8,2
 5 Series,2016,Automatic,57000,Diesel,30,62.8,2
 5 Series,2013,Automatic,74000,Diesel,125,57.6,2
 X5,2016,Automatic,34000,Diesel,200,47.9,3
 3 Series,2013,Automatic,95000,Diesel,125,58.9,2
 3 Series,2011,Manual,78000,Diesel,125,60.1,2
 5 Series,2016,Automatic,50000,Diesel,30,62.8,2
 3 Series,2016,Automatic,46000,Diesel,30,64.2,2
 X5,2015,Automatic,48000,Diesel,200,47.1,3
 3 Series,2012,Manual,64000,Diesel,145,55.4,2
 1 Series,2016,Manual,36000,Diesel,20,68.9,2
 1 Series,2016,Manual,40000,Diesel,30,65.7,2
 1 Series,2015,Manual,40000,Diesel,20,72.4,1.5
 6 Series,2016,Automatic,34000,Diesel,200,49.6,3
 X1,2014,Manual,50000,Diesel,160,51.4,2
 1 Series,2015,Manual,43000,Petrol,145,49.6,1.6
 3 Series,2012,Manual,65000,Diesel,125,60.1,2
 3 Series,2015,Manual,62000,Diesel,145,55.4,2
 3 Series,2016,Automatic,63000,Diesel,125,57.6,2
 X5,2015,Automatic,53000,Diesel,200,47.1,3
 1 Series,2013,Automatic,63000,Diesel,160,51.4,2
 3 Series,2016,Automatic,38000,Diesel,160,51.4,3
 5 Series,2016,Automatic,89000,Diesel,125,60.1,2
 3 Series,2013,Manual,93000,Petrol,145,47.9,1.6
 X5,2015,Automatic,60000,Diesel,200,47.1,3
 X5,2011,Automatic,70000,Diesel,300,37.7,3
 X5,2012,Automatic,92000,Diesel,300,38.2,3
 3 Series,2011,Manual,84000,Diesel,125,60.1,2
 1 Series,2016,Manual,25000,Diesel,20,72.4,1.5
 3 Series,2013,Automatic,62000,Diesel,30,62.8,2
 X5,2010,Automatic,77000,Diesel,300,37.7,3
 3 Series,2012,Manual,81000,Diesel,30,61.4,2
 3 Series,2010,Automatic,55000,Diesel,235,44.1,3
 3 Series,2016,Manual,69000,Diesel,20,68.9,2
 3 Series,2011,Automatic,77000,Diesel,200,45.6,3
 3 Series,2013,Automatic,60000,Diesel,30,62.8,2
 4 Series,2014,Automatic,72000,Diesel,125,60.1,2
 X1,2014,Automatic,68000,Diesel,145,56.5,2
 1 Series,2013,Manual,66000,Diesel,125,60.1,2
 X5,2019,Automatic,3330,Diesel,150,37.7,3
 8 Series,2019,Automatic,11111,Petrol,150,26.9,4.4
 2 Series,2015,Manual,33000,Diesel,30,64.2,2
 1 Series,2016,Manual,84000,Diesel,20,72.4,1.5
 1 Series,2016,Manual,35000,Petrol,125,52.3,1.5
 3 Series,2011,Automatic,73000,Diesel,235,42.8,3
 1 Series,2014,Manual,42000,Petrol,145,50.4,1.6
 5 Series,2015,Automatic,38000,Diesel,160,51.4,3
 5 Series,2015,Automatic,45000,Diesel,160,51.4,3
 5 Series,2019,Automatic,1550,Hybrid,140,156.9,2
 X5,2019,Automatic,5800,Diesel,150,37.7,3
 X5,2019,Automatic,6283,Petrol,145,27.2,3
 7 Series,2019,Automatic,4202,Diesel,145,41.5,3
 1 Series,2016,Automatic,46704,Petrol,205,39.8,3
 5 Series,2020,Automatic,101,Diesel,145,60.1,3
 2 Series,2016,Manual,42281,Diesel,20,68.9,2
 1 Series,2019,Manual,8910,Diesel,145,78.5,1.5
 3 Series,2019,Automatic,6579,Petrol,150,42.2,2
 X3,2019,Automatic,4020,Diesel,150,54.3,2
 X5,2019,Automatic,11311,Diesel,150,33.6,3
 3 Series,2015,Automatic,71501,Diesel,145,56.5,3
 5 Series,2014,Automatic,85000,Diesel,125,57.6,2
 5 Series,2020,Automatic,101,Diesel,145,52.3,2
 1 Series,2019,Manual,2252,Petrol,145,41.5,1.5
 3 Series,2020,Automatic,101,Diesel,145,44.1,3
 Z4,2020,Automatic,101,Petrol,145,38.7,2
 7 Series,2019,Automatic,1775,Diesel,145,41.5,3
 3 Series,2019,Automatic,7624,Diesel,145,48.7,2
 5 Series,2017,Automatic,34704,Diesel,150,65.7,2
 3 Series,2014,Automatic,85000,Diesel,145,55.4,2
 3 Series,2010,Manual,67000,Diesel,125,60.1,2
 5 Series,2015,Automatic,37000,Diesel,30,62.8,2
 7 Series,2016,Automatic,33000,Diesel,145,54.3,3
 1 Series,2017,Manual,31000,Diesel,20,68.9,2
 1 Series,2015,Manual,50000,Petrol,125,50.4,1.6
 4 Series,2017,Automatic,25168,Diesel,160,51.4,3
 X1,2019,Automatic,6300,Diesel,145,50.4,2
 5 Series,2017,Automatic,15899,Diesel,145,57.7,2
 2 Series,2015,Automatic,30000,Petrol,125,53.3,1.5
 1 Series,2017,Manual,16000,Diesel,145,72.4,1.5
 5 Series,2013,Automatic,56000,Diesel,125,57.6,2
 1 Series,2015,Automatic,45000,Diesel,125,60.1,2
 1 Series,2016,Automatic,43000,Diesel,30,65.7,2
 3 Series,2016,Automatic,45000,Diesel,30,64.2,2
 5 Series,2014,Automatic,62000,Diesel,160,51.4,3
 1 Series,2015,Manual,39000,Diesel,20,72.4,1.5
 5 Series,2016,Automatic,52000,Diesel,30,62.8,2
 i3,2016,Automatic,19995,Hybrid,0,470.8,0
 5 Series,2019,Automatic,18733,Hybrid,140,141.3,2
 5 Series,2017,Automatic,28629,Diesel,125,60.1,2
 3 Series,2019,Automatic,22500,Petrol,150,51.4,1.5
 5 Series,2019,Automatic,6800,Petrol,145,50.4,2
 5 Series,2019,Automatic,6000,Diesel,145,62.8,2
 X7,2019,Automatic,9811,Diesel,145,33.6,3
 5 Series,2019,Automatic,7390,Petrol,145,39.2,3
 5 Series,2019,Automatic,16267,Hybrid,140,156.9,2
 X3,2015,Automatic,36054,Diesel,145,54.3,2
 6 Series,2017,Automatic,31328,Diesel,145,51.4,3
 X2,2020,Automatic,101,Petrol,145,42.2,1.5
 5 Series,2019,Automatic,1550,Hybrid,140,156.9,2
 6 Series,2020,Automatic,101,Petrol,145,42.8,2
 X3,2019,Automatic,9701,Diesel,145,48.7,3
 X5,2019,Automatic,5984,Petrol,145,27.2,3
 Z4,2019,Automatic,824,Petrol,145,38.7,2
